Name,Tag Color,EULA,Use Default EULA,Require Acceptance,Alert on Response,Category Type,Send Checkin Email,Notes
Granola & Muesli,#af06f6,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",false,false,true,asset,false,Proactive
Frozen Meals,#cadc55,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",true,true,false,asset,true,standardization
Oils,#bde60d,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,true,true,false,asset,true,Synchronised
Small Appliances,#761ef3,,false,false,true,component,false,human-resource
Nuts and Seeds,#9a10fb,,false,true,false,accessory,false,help-desk
Jerky,#af093c,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",false,true,false,accessory,true,projection
Vegetable Dips,#294697,,false,true,true,accessory,true,hub
Yogurt,#7c6203,,false,false,false,asset,true,Cross-platform
Garden Decor,#b69e9f,,false,false,false,accessory,false,architecture
Frozen Snacks,#418141,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",false,false,false,license,true,grid-enabled
Specialty Pasta,#48d512,,true,false,true,asset,false,Horizontal
Car Interior Accessories,#2e387f,,true,true,false,license,true,Diverse
Juice,#3b74c8,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",false,false,true,license,true,high-level
Canned Fruits,#0a08ba,,false,true,false,component,false,Upgradable
Herbal Tea,#abbe13,,false,true,false,consumable,true,empowering
Frozen Smoothies,#329f9b,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",true,true,true,accessory,false,forecast
Prepared Seafood,#626445,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",true,true,false,consumable,true,Monitored
Baking Accessories,#cf957c,,true,true,false,component,true,complexity
Boots,#a2e2d3,,false,false,false,component,false,Operative
Pet Supplies,#dd417f,,false,false,false,consumable,false,multi-state
Jewelry Storage,#cdc6f8,,false,true,false,license,true,Future-proofed
Tortilla Chips,#2deb83,,false,false,false,asset,false,customer loyalty
Bedding & Linens,#8f7011,,false,false,true,component,false,attitude-oriented
Frozen Fruits,#9c48e0,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",true,false,true,accessory,true,Secured
Cardio Equipment,#8ec206,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",false,true,true,component,true,neutral
Canned Fruits,#7d828c,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",true,true,false,asset,true,Customer-focused
Game Accessories,#465024,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",false,false,true,accessory,false,Phased
Mixes,#36ee8c,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",false,false,false,component,false,Devolved
Outdoor Accessories,#53c1a6,,true,false,true,asset,false,migration
Strength Training Equipment,,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",true,true,false,consumable,false,policy
Pet Safety Gear,#9fd662,,true,false,true,license,false,hybrid
Small Appliances,#a15ae6,,false,true,true,asset,false,Cross-group
Poultry,#bcfa92,,true,false,false,asset,false,De-engineered
Sweet Snacks,#e278e8,,true,true,true,consumable,true,firmware
Cheese,,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",true,false,true,component,false,Multi-tiered
Travel Accessories,#a8c492,,true,true,false,component,false,interface
Outdoor Recreation,,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,false,false,true,asset,true,superstructure
Muffins,#283fd6,,true,false,false,asset,false,Cross-platform
Canned Legumes,#45e78d,,false,false,true,accessory,true,Progressive
Smart Security,,Sed ante. Vivamus tortor. Duis mattis egestas metus.,false,false,false,component,true,knowledge user
Bathrobes,#961cf4,,false,true,false,consumable,false,customer loyalty
Lighting & Lamps,#8bea28,,true,true,false,license,true,Right-sized
Home Appliances,#2d1503,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",false,true,true,asset,false,mission-critical
Sustainable Tableware,#211bb9,,true,true,false,asset,false,uniform
Savory Snacks,#a34349,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,true,true,true,accessory,false,Function-based
Pet Accessories,#73c43a,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",false,false,true,license,true,Proactive
Oils,#a540d2,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",true,true,false,consumable,false,multi-tasking
Cuisine - Asian,#988e8e,,true,true,false,accessory,false,Fully-configurable
Coffee Equipment,#fdf04b,,false,false,false,asset,true,middleware
Pet Safety Gear,#f08f88,,false,false,false,license,false,architecture
Sauces,#5cc017,,true,true,false,asset,true,clear-thinking
Frozen Vegetarian Meals,,,false,false,true,license,false,methodical
Salt & Seasoning,,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",false,false,false,asset,true,throughput
Smart Lighting,#fac06d,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",true,false,false,accessory,true,initiative
Headwear,#9a9c01,,true,true,false,accessory,true,attitude-oriented
Beverage Appliances,#3ed8b6,,true,true,false,accessory,false,Triple-buffered
Office Accessories,#f2c5ae,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",true,false,true,asset,true,info-mediaries
Swimwear Accessories,#530a2f,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",true,true,true,consumable,false,next generation
Sparkling Beverages,#e3a0b4,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",false,true,false,component,true,Pre-emptive
Gourmet Snacks,#1b622c,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",true,false,false,consumable,true,protocol
Outdoor Accessories,#74b1e4,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",false,false,false,asset,true,Graphic Interface
Home Organization,#01d6da,,true,true,false,accessory,false,eco-centric
T-shirts,#955d66,,false,true,true,license,false,discrete
Eco-Friendly Home Products,#d508e8,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",true,true,false,asset,false,mobile
Granola/Cereal,,,false,true,true,consumable,false,Synergized
Game Accessories,#75122c,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",false,false,false,consumable,false,Progressive
Flours & Meals,#ea1054,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",false,false,true,asset,true,middleware
Meat Snacks,#054e67,,false,false,true,accessory,false,bandwidth-monitored
Nuts and Seeds,#738a08,,false,true,false,consumable,false,Organic
Savory Breakfast Options,,,true,true,false,accessory,false,regional
Fruit Spreads,#debcfc,,true,false,false,consumable,false,Future-proofed
Food Storage Solutions,#f24750,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",false,false,false,consumable,false,encryption
Coffee Equipment,#a5c0a3,,true,true,true,license,true,pricing structure
Seafood,#0ed7b7,,true,false,true,component,false,upward-trending
Sauces & Condiments,#306da6,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",false,true,false,component,true,actuating
Grooming Supplies,#61bde3,,false,false,false,consumable,true,demand-driven
Scarves,#1e9cdc,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",true,false,true,accessory,false,task-force
Injury Prevention & Recovery,#eae502,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",true,true,false,accessory,false,global
Pain Relief,#563c23,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,false,true,true,license,true,local area network
Camping Equipment,#d82fab,,false,false,true,license,false,contingency
Outdoor Recreation,#1e277b,,true,true,false,asset,true,attitude-oriented
Vinaigrettes,,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",true,true,true,license,true,extranet
Casual Pants,#da928b,,true,true,true,consumable,true,flexibility
Cat Care,#e68791,,false,false,true,consumable,true,Sharable
Herbal Butters,#d32310,,true,true,false,accessory,false,Managed
Mobile Accessories,#a5e6c2,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true,true,true,accessory,false,executive
Marinades and Sauces,#8e62fa,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,false,false,true,component,false,Automated
Tripods & Accessories,,,true,false,true,license,false,homogeneous
Candle & Soap Making Supplies,#ffabf9,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",false,false,false,asset,true,content-based
